sub,patch,env,leaveT,meanLT,dmLeave
10,1,1,24.84436129,29.1752937,-4.330932408
10,3,1,32.83800613,29.1752937,3.662712432
10,2,1,32.7276608,29.1752937,3.552367105
10,1,1,25.24650097,29.1752937,-3.928792726
10,3,1,32.88258013,29.1752937,3.707286428
10,3,1,37.33998388,29.1752937,8.164690181
10,2,1,26.55134145,29.1752937,-2.623952252
10,1,1,16.92159917,29.1752937,-12.25369453
10,3,1,40.66077111,29.1752937,11.48547741
10,2,1,22.1671399,29.1752937,-7.008153804
10,1,1,16.82447155,29.1752937,-12.35082215
10,3,1,33.77513159,29.1752937,4.599837886
10,3,1,31.16575725,29.1752937,1.990463552
10,2,1,15.12108319,29.1752937,-14.05421051
11,3,1,3.751520476,9.250789489,-5.499269014
11,2,1,2.646017449,9.250789489,-6.60477204
11,3,1,6.070561996,9.250789489,-3.180227493
11,1,1,2.446284228,9.250789489,-6.804505261
11,3,1,8.834125042,9.250789489,-0.416664447
11,2,1,3.664222424,9.250789489,-5.586567065
11,1,1,1.945702915,9.250789489,-7.305086575
11,3,1,11.71207455,9.250789489,2.461285057
11,3,1,10.95427589,9.250789489,1.703486396
11,2,1,6.416678133,9.250789489,-2.834111357
11,1,1,3.402829561,9.250789489,-5.847959928
11,3,1,10.93767518,9.250789489,1.686885687
11,2,1,6.966995826,9.250789489,-2.283793663
11,1,1,3.052868898,9.250789489,-6.197920591
11,3,1,11.55684637,9.250789489,2.306056876
11,3,1,11.70379087,9.250789489,2.45300138
11,2,1,8.821077,9.250789489,-0.429712489
11,3,1,11.03768419,9.250789489,1.786894699
11,3,1,9.592139872,9.250789489,0.341350383
11,2,1,5.484322496,9.250789489,-3.766466993
11,3,1,9.185588621,9.250789489,-0.065200868
11,3,1,12.18253244,9.250789489,2.931742946
11,1,1,4.013752674,9.250789489,-5.237036815
11,3,1,8.868757856,9.250789489,-0.382031634
11,3,1,8.668712569,9.250789489,-0.58207692
11,2,1,6.387429966,9.250789489,-2.863359524
11,3,1,13.2231705,9.250789489,3.972381009
