early,late
0.436105308,0.454577068
0.431365179,0.458144301
0.513147688,0.573022532
0.432292604,0.455000845
0.456469759,0.454232679
0.445106129,0.449556305
0.452176956,0.42575115
0.534117969,0.488122629
