3.58411165201803,3.50895789227211
3.56173641910974,3.45907340956702
5.21730837998161,2.6789986459351
1.57875313745551,2.22009473488483
3.5244257156955,3.08044736270407
5.21799457972278,4.82201902005285
2.10871157900247,2.11426397506956
6.28930591210752,5.35126117304651
3.61064028176585,4.11564280722149
3.98677322898305,3.85220723837405
3.20204018617029,2.20340974695872
1.99611576709784,2.59916805297798
4.69569440145216,4.11451436433281
3.56778718506866,3.02935095848807
3.99862097616283,2.79669481585004
4.42920903570896,3.55737250156666
3.06549044153398,3.20968529150384
4.64027874935638,3.3079550393063
6.66738304448056,6.86494307646427
2.32057429815214,2.95032515239731
2.5754768689423,2.73931315768735
4.15072416432802,4.0168913016906
5.80235209312913,4.13329207127599
6.06279963117564,5.07103364922131
4.12290637456288,5.71688876540441
3.99121209245777,4.15588110771751
3.35557638502043,4.35410208634813
4.32152814039549,4.05889910073219
2.7723609132543,2.4603051098516
