2.49947084346957,2.35986557185815,1.47441956154897,1.92617364937231
1.85078276018468,1.73767647147549,1.84745917765601,2.16100688081187
3.36946232406245,3.18561581929588,4.46254251680426,4.70446964407622
1.73225252547646,1.95004964108445,1.55336906934155,2.11912917928883
1.64784241218164,1.72246885449457,2.4923162342769,1.91347214805329
3.34274034939573,4.35057883871607,4.22351692764398,4.74419149499432
1.50183782109877,1.78650038068517,1.98962827926605,1.47560813051389
3.53748978685379,4.17218343610464,4.84227416072438,4.89373237935939
2.62753513519791,2.55603860169078,2.40693442647143,2.89827534923789
2.71231758219178,3.11019827878117,3.87434204940522,3.11295296952527
2.09196590628661,2.56983275799037,2.32940686949197,2.55230987818598
1.69579653853761,1.57088407200429,1.58295518775384,1.68484707834846
2.37508434398142,2.86813362244343,2.67617352985653,2.31339115934303
2.40796995988968,2.21684785549537,2.32035729382664,2.49637418228338
3.24404215814307,3.21273052509864,2.73774324859693,2.23277722078291
1.78463976530723,1.82850604139947,2.83451631828442,2.70443681653383
2.19884529581338,2.60443324856492,2.07880460155075,1.94197434787798
2.95615614946769,2.60204437330245,2.86624922422748,3.61974641412408
6.56236355169503,3.590109871423,3.76955220278534,4.25648294473542
1.72415987446851,2.14761376833899,1.69747172477489,2.07129039548756
3.21838207695688,3.59742149899639,2.9609196974159,3.19821378718988
3.65646658663246,3.61884195146752,3.80978906943983,3.62979126333521
4.26000223563545,3.4417800339899,1.73046395354122,3.947573094109
3.89053253247462,4.06989427490039,3.74868397960503,4.22449054281346
4.75837212323268,4.53452365325232,4.39696865275764,5.12324302055046
3.0784195079077,4.10752904698127,3.25406404459471,3.42782730020052
2.44823327194247,2.28574175807666,2.78907643646083,1.95789002074512
2.34104260543897,1.93805199084117,2.05939474588229,2.62625840342892
1.83178660789699,2.33959942943147,1.4142135623731,2.12842572772257
